original_title,release_year,popularity,director,keywords,runtime,vote_average,Profit
Dracula: Dead and Loving It,1995,0.823148,Mel Brooks,dracula|spoof,88,5.6,25197618.699245356
Copycat,1995,0.808542,Jon Amiel,police brutality|psychology|police operation|police protection|serial killer,124,6.3,25197618.699245356
Tank Girl,1995,0.8075899999999989,Rachel Talalay,destroy|dystopia|reincarnation|desert|artial arts,98,5.5,-18400000.0
Friday,1995,0.805549,F. Gary Gray,rap|parents kids relationship|rapper|job,91,7.0,24715918.0
Dead Man Walking,1995,0.804711,Tim Robbins,prison|rape|socially deprived family|penalty|death penalty,122,7.1,28363635.0
Crimson Tide,1995,0.7886989999999989,Tony Scott,submarine|mutiny|russia|missile|nuclear missile,116,6.8,104387195.0
Showgirls,1995,0.77385,Paul Verhoeven,dancing|female nudity|go-go dancer|spanner|seduction,128,5.3,-24649246.0
Mighty Aphrodite,1995,0.773291,Woody Allen,prostitute|adoption|adoptive father|childlessness|looking for  birth parents,95,6.5,-8300000.0
Dead Man,1995,0.764355,Jim Jarmusch,prostitute|sea|sheriff|bounty|bounty hunter,121,7.0,30823319.793392234
A Walk in the Clouds,1995,0.760076,Alfonso ArÃ¡u,world war ii|vineyard|love|remake|pregnancy,103,6.5,30012507.0
Father of the Bride Part II,1995,0.758379,Charles Shyer,baby|midlife crisis|confidence|aging|daughter,106,5.7,61953209.90585312
Balto,1995,0.7434850000000001,Simon Wells,wolf|dog-sledding race|alaska|dog|goose,78,6.9,25197618.699245356
Virtuosity,1995,0.726743,Brett Leonard,artificial intelligence|android|hologram|computer program|virtual reality,106,5.4,-5952000.0
The Prophecy,1995,0.705828,Gregory Widen,angel|archangel gabriel|menschheit,98,5.5,8.0
The Basketball Diaries,1995,0.694185,Scott Kalvert,sport|basketball|addiction|friends|drug,102,6.9,25197618.699245356
Dolores Claiborne,1995,0.684804,Taylor Hackford,child abuse|detective|based on novel|bar|island,132,7.0,25197618.699245356
Money Train,1995,0.673425,Joseph Ruben,brother brother relationship|subway|new york city|new york subway|train robbery,103,5.2,-24568887.0
Powder,1995,0.67066,Victor Salva,dead animal|shot to death|teenage boy|held at gunpoint|teacher student relationship,111,6.0,25197618.699245356
Rob Roy,1995,0.640868999999999,Michael Caton-Jones,scotland|biography|18th century|highlands|violent man,139,6.2,3596911.0
"To Wong Foo, Thanks for Everything! Julie Newmar",1995,0.634081999999999,Beeban Kidron,transvestism|gay|new york|drag queen|homophobia,105,6.3,33148491.905853122
Hackers,1995,0.623009,Iain Softley,hacker|computer virus,107,6.4,-12436272.0
Grumpier Old Men,1995,0.6050810000000001,Howard Deutch,fishing|best friend|duringcreditsstinger|old men,101,6.7,25197618.699245356
Nixon,1995,0.6043310000000001,Oliver Stone,u.s. president|president elections|watergate scandal|biography|government,192,6.3,-30318235.0
Major Payne,1995,0.60312,Nick Castle,headquarter|military base|military service|base|major,95,5.8,25197618.699245356
First Knight,1995,0.602056,Jerry Zucker,camelot|knight|king arthur|excalibur|knights of the round table,134,5.8,72600435.0
Boys on the Side,1995,0.592518999999999,Herbert Ross,aids|roommate|homicide|car journey|friendship,115,5.8,2450000.0
Halloween: The Curse of Michael Myers,1995,0.578548,Joe Chappelle,mass murder|halloween|attempt to escape|psychopath|escape agent,88,5.1,10116634.0
Fair Game,1995,0.5771430000000001,Andrew Sipes,bomb|miami|sex|detective|handcuffs,91,4.1,-38465523.0
The Langoliers,1995,0.572794999999999,Tom Holland,suspense|tv mini-series|airplane trip|telekenesis,180,5.9,25197618.699245356
Dead Presidents,1995,0.570524,Albert Hughes|Allen Hughes,money|loss of virginity|hiding in a dumpster|mercy killing|armored truck,119,6.4,29823319.793392234
Mallrats,1995,0.552091,Kevin Smith,sex|game show|slacker|comic|shopping,94,6.8,-5999998.0
I.D.,1995,0.55207,Philip Davis,,107,6.8,25197618.699245356
The American President,1995,0.5516310000000001,Rob Reiner,white house|u.s. president|new love|umweltschÃ¼tzer|widower,106,6.6,45879496.0
A Little Princess,1995,0.54766,Alfonso CuarÃ³n,based on novel|servant|private school|female friendship|boarding school,97,7.1,22823319.793392234
Canadian Bacon,1995,0.538475,Michael Moore,,91,5.2,-10821896.0
Sabrina,1995,0.537898,Sydney Pollack,paris|brother brother relationship|chauffeur|long island|fusion,127,6.5,-18176680.206607766
Strange Days,1995,0.5264850000000001,Kathryn Bigelow,pornography|prostitute|rape|police brutality|rap,145,6.5,-34040709.0
Living in Oblivion,1995,0.525474,Tom DiCillo,cinema|independent film|filmmaker,89,6.9,648752.0
Just Cause,1995,0.514668,Arne Glimcher,rape|black people|florida|professor|harvard university,102,6.1,25197618.699245356
Fluke,1995,0.513548,Carlo Carlei,father-son relationship|based on novel|reincarnation|talking dog|car accident,96,6.6,25197618.699245356
Nick of Time,1995,0.508901,John Badham,assassination|train station|politics|los angeles,90,6.0,5983.0
Nine Months,1995,0.502955,Chris Columbus,parents kids relationship|baby|marriage|pregnancy|child wish,103,5.4,55035031.90585312
Smoke,1995,0.489975,Wayne Wang|Paul Auster,smoking|robber|cigarette|cigar|laden,112,6.8,1349430.0
Tommy Boy,1995,0.485393,Peter Segal,bikini girl|pneumatic tube|cow tipping,97,6.8,18022971.905853122
Othello,1995,0.47519300000000003,Oliver Parker,jealousy|shakespeare adaptation|friends|moor,123,5.6,25197618.699245356
Total Eclipse,1995,0.47311400000000003,Agnieszka Holland,mentor|poet|woman director,111,6.3,-14285812.09414688
Bushwhacked,1995,0.469383,Greg Beeman,cave|waterfall|children|mistaken identity|boy scouts leader,90,5.1,25197618.699245356
Heavyweights,1995,0.46425900000000003,Steven Brill,overweight|summer camp,100,6.1,3063475.9058531206
Screamers,1995,0.460215,Christian Duguay,man vs machine|alien planet|struggle for survival,108,5.9,-14218115.0
Senior Trip,1995,0.45791400000000004,Kelly Makin,,91,5.7,25197618.699245356
Something to Talk About,1995,0.45204799999999995,Lasse HallstrÃ¶m,horse|savannah|based on true story|family,106,5.9,36266458.90585312
The Brady Bunch Movie,1995,0.45029300000000005,Betty Thomas,supermarket|house|woman director,84,5.5,25197618.699245356
Kids,1995,0.446622,Larry Clark,puberty|first time,91,6.7,5912216.0
Losing Isaiah,1995,0.44371800000000006,Stephen Gyllenhaal,mother|child abuse|single parent|based on novel|smoking,106,6.5,-9396234.0
Free Willy 2 - The Adventure Home,1995,0.42802299999999893,Dwight H. Little,human being-animal relationship|whale|killer whale,95,5.6,25197618.699245356
A Kid in King Arthur's Court,1995,0.421018,Michael Gottlieb,time travel|kid|medieval times,89,4.3,25197618.699245356
Empire Records,1995,0.41473999999999994,Allan Moyle,cupcake|twenty something|gameboy|money bag|sidewalk,90,6.9,25197618.699245356
The Englishman Who Went Up a Hill But Came Down a Mountain,1995,0.414233,Christopher Monger,england|wales|world war i|village|british,99,6.1,25197618.699245356
Jade,1995,0.407454,William Friedkin,callgirl|san francisco|investigation|murder,95,5.4,-40148390.0
Murder in the First,1995,0.40530700000000003,Marc Rocco,prison|prisoner|death row|alcatraz|lawyer,122,6.7,2756240.9058531206
Crying Freeman,1995,0.403149,Christophe Gans,fight|yakuza|artist|hitman|falling in love,102,6.3,33723319.79339223
Pride and Prejudice,1995,0.39971999999999996,Simon Langton,,300,7.8,25197618.699245356
The Cure,1995,0.398334,Peter Horton,mississippi,97,7.1,25197618.699245356
Tales from the Crypt: Demon Knight,1995,0.397516,Ernest R. Dickerson,key|guard|god|demon,92,6.6,25197618.699245356
Richard III,1995,0.392875,Richard Loncraine,england|kidnapper|shakespeare adaptation|murder|king,104,6.0,25197618.699245356
Village of the Damned,1995,0.3856,John Carpenter,alien life-form|village|bewusstlosigkeit|alien|pregnancy,99,5.3,25197618.699245356
Vampire in Brooklyn,1995,0.37809299999999996,Wes Craven,vampire|half vampire,100,4.5,5800000.0
Sudden Death,1995,0.376857,Peter Hyams,terrorist|hostage|explosive|vice president,106,5.4,29350171.0
Castle Freak,1995,0.365369,Stuart Gordon,castle|voyeurism,95,5.3,25197618.699245356
Things to Do in Denver When You're Dead,1995,0.36020399999999997,Gary Fleder,father-son relationship|bounty hunter|boat|way of life|coffin,116,6.3,-7470234.0
Lord of Illusions,1995,0.358694,Clive Barker,fanatic|supernatural|wizardry|resurrection|sect,119,5.7,25197618.699245356
Candyman: Farewell to the Flesh,1995,0.355338,Bill Condon,new orleans|sequel|murder|urban legend|curse,93,4.7,-685318.0941468794
Kiss of Death,1995,0.35223699999999997,Barbet Schroeder,hoodlum,101,5.5,-176680.20660776645
Circle of Friends,1995,0.34562,Pat O'Connor,forbidden love|moral conflict|independent film,103,6.5,25197618.699245356
Mad Love,1995,0.343325,Antonia Bird,suicide attempt|college|teen angst|mental illness|woman director,95,5.1,827572.9058531206
Children of the Corn III: Urban Harvest,1995,0.33010500000000004,James D.R. Hickox,chicago|telekinesis|boy|cult|blood splatter,92,4.3,25197618.699245356
Congo,1995,0.327558,Frank Marshall,gorilla|kongo|diamond mine|diamond,109,4.8,102000000.0
The Mangler,1995,0.32600300000000004,Tobe Hooper,crushed|living machine,106,3.6,25197618.699245356
Safe,1995,0.261562,Todd Haynes,sex|chemical|medicine|housewife|pollution,119,7.2,25197618.699245356
Les Trois FrÃ¨res,1995,0.324339,Bernard Campan|Didier Bourdon,,105,7.0,32323319.793392234
Welcome to the Dollhouse,1995,0.323966,Todd Solondz,parents kids relationship|sister sister relationship|mockery|ugliness|independent film,88,5.9,25197618.699245356
Home for the Holidays,1995,0.264432,Jodie Foster,baltimore|thanksgiving|family clan|family conflict|generations conflict,103,6.5,2893467.9058531206
The Tuskegee Airmen,1995,0.31960500000000003,Robert Markowitz,fighter pilot|training|aviation|african american,106,5.7,25197618.699245356
The Babysitter,1995,0.314238,Guy Ferland,alcohol|obsession|babysitter|party|teenager,90,4.6,25197618.699245356
Kicking and Screaming,1995,0.31364699999999895,Noah Baumbach,college,96,7.1,-13907211.09414688
The Big Green,1995,0.310112,Holly Goldberg Sloan,sport|kids and family|soccer|woman director,100,5.4,25197618.699245356
The Scarlet Letter,1995,0.307976,Roland JoffÃ©,based on novel|burning of witches|puritan|period piece|pregnancy,135,5.3,-39617593.0
Devil in a Blue Dress,1995,0.29878299999999997,Carl Franklin,jazz club|murder|los angeles|private detective|film noir,102,6.1,-10859178.0
Embrace of the Vampire,1995,0.287963,Anne Goursaud,clock tower|sex|obsession|virgin|nudity,92,5.4,39323319.79339223
Operation Dumbo Drop,1995,0.28734299999999996,Simon Wincer,,107,4.8,25197618.699245356
The Crossing Guard,1995,0.286585,Sean Penn,loss of daughter|hit-and-run driving |revenge|suspense|independent film,111,5.8,25197618.699245356
Tom and Huck,1995,0.284183,Peter Hewitt,,97,5.7,25197618.699245356
The Last Supper,1995,0.283428,Stacy Title,painter|sex|fascist|sexism|politics,92,6.6,-14182736.09414688
3 Ninjas Knuckle Up,1995,0.28157600000000005,Shin Sang-ok,underdog|hero|rivalry|crime|youth,85,4.1,25197618.699245356
The Addiction,1995,0.279794,Abel Ferrara,new york|philosophy|vampire|blood|student,82,5.2,25197618.699245356
Now and Then,1995,0.275609,Lesli Linka Glatter,1970s|female friendship|coming of age|gynecologist|photocopier,100,6.3,15400000.0
Citizen X,1995,0.275559,Chris Gerolmo,gay scene|union of soviet socialist republics|investigation|suspense|serial killer,105,6.7,25197618.699245356
Jury Duty,1995,0.269228,John Fortenberry,stripper|jury|jurist|independent film|jury duty,88,3.8,2388951.9058531206
Problem Child 3,1995,0.8477819999999989,Greg Beeman,nurse|father-son relationship|sequel|problem child|doctor,87,3.5,25197618.699245356
Mr. Holland's Opus,1995,0.42167899999999997,Stephen Herek,composer|mentor|deaf-mute|musical|apprentice,137,6.8,91644269.90585312
Restoration,1995,0.25404,Michael Hoffman,jealousy|medicine|fountain|court|wealth,117,6.2,20823319.793392234
Far from Home: The Adventures of Yellow Dog,1995,0.252852,Phillip Borsos,wilderness|boy and dog,87,6.1,25197618.699245356
The Amazing Panda Adventure,1995,0.252843,Christopher Cain,china|panda|poacher,81,5.3,25197618.699245356
The Indian in the Cupboard,1995,0.246552,Frank Oz,cupboard|games|puppet|parallel universe|toy comes to life,96,5.8,-5176680.206607766
Dangerous Minds,1995,0.23513499999999998,John N. Smith,rap|karate|high school|naval officer|teacher,99,6.5,165374298.90585312
Persuasion,1995,0.229751,Roger Michell,captain|napoleonic wars|old flame|admiral,104,6.6,25197618.699245356
Land and Freedom,1995,0.079703,Ken Loach,spain|solidarity|fascism|revolution|communist,109,6.6,25197618.699245356
Haunted,1995,0.20571199999999998,Lewis Gilbert,based on novel|secret|professor|nudity|supernatural,108,5.8,25197618.699245356
Waiting to Exhale,1995,0.200906,Forest Whitaker,based on novel|interracial relationship|single mother|divorce|chick flick,127,6.1,65452156.0
A Personal Journey with Martin Scorsese Through American Movies,1995,0.194889,Martin Scorsese|Michael Henry Wilson,,225,8.5,25197618.699245356
Le Hussard sur le toit,1995,0.194078,Jean-Paul Rappeneau,italian|new love|provence|horse|exile,135,6.4,-20000000.0
Bye Bye Love,1995,0.193125,Sam Weisman,,106,6.3,25197618.699245356
How To Make An American Quilt,1995,0.189446,Jocelyn Moorhouse,wedding vows|marriage proposal|married couple|monogamy|advice,116,6.6,13574130.0
The Pebble and the Penguin,1995,0.18332,Don Bluth|Gary Goldman,,74,4.8,-24016088.0
Never Talk to Strangers,1995,0.183034,Peter Hall,telephone|police|love|police psychologist|erotic thriller,86,4.5,-6399994.0
Higher Learning,1995,0.162423,John Singleton,racism|violence|date rape|athletic scholarship|black militant,127,6.5,23665021.905853122
Leprechaun 3,1995,0.14438499999999999,Brian Trenchard-Smith,casino|sequel|leprechaun|blood,90,5.5,25197618.699245356
Clockers,1995,0.141747,Spike Lee,drug pusher|train|drug|drug lord,128,6.7,-11928482.0
Darkman II: The Return of Durant,1995,0.141372,Bradford May,experiment|sequel|superhero|darkman,93,3.7,25197618.699245356
ç»™çˆ¸çˆ¸çš„ä¿¡,1995,0.137344,Corey Yuen Kwai,,104,5.3,25197618.699245356
Last of the Dogmen,1995,0.132101,Tab Murphy,bounty hunter|mountains|forest|anthropologist|native american tribe,118,7.0,25197618.699245356
White Man's Burden,1995,0.11821500000000001,Desmond Nakano,dystopia|black white relations|alternative universe,89,5.0,31823319.793392234
Viaggi di nozze,1995,0.028874,Carlo Verdone,,103,6.7,25197618.699245356
Tales from the Hood,1995,0.105894,Rusty Cundieff,prison|ghetto|anthology|evil doll|murder,98,5.1,5.0
Forget Paris,1995,0.114996,Billy Crystal,paris|dallas|basketball|crisis|falling in love,101,5.3,25197618.699245356
The Doom Generation,1995,0.052554,Gregg Araki,sex|eroticism|nudity|nazis|suspense,80,5.3,25197618.699245356
Man of the House,1995,0.0820679999999999,James Orr,,96,5.4,25197618.699245356
Le Bonheur est dans le prÃ©,1995,0.06467200000000001,Ã‰tienne Chatiliez,best friend|twins|country|identity swap|woman director,106,7.2,26458319.793392234
Forgotten Silver,1995,0.013131,Costa Botes|Peter Jackson,independent film,53,5.4,25197618.699245356
Top Dog,1995,0.018196,Aaron Norris,police dog,86,4.7,-906293.0
Reservoir Dogs,1992,4.586426,Quentin Tarantino,torture|gasoline|shot in the stomach|sadistic torture|ensemble cast,99,7.9,13461007.0
Aladdin,1992,3.966538,Ron Clements|John Musker,magic|musical|cartoon|princess|love,90,7.3,476050219.0
Home Alone 2: Lost In New York,1992,3.822939,Chris Columbus,holiday|new york|new york city|christmas,120,6.2,340991681.0
Batman Returns,1992,2.248239,Tim Burton,holiday|corruption|double life|dc comics|crime fighter,126,6.5,200000000.0
AlienÂ³,1992,1.9191479999999999,David Fincher,prison|android|spacecraft|space marine|imprisonment,114,6.0,109773545.0
Lethal Weapon 3,1992,1.574949,Richard Donner,rookie cop|dog biscuit|shooting practice|sitting on a toilet|judo throw,118,6.1,286731527.0
Dracula,1992,1.4326530000000002,Francis Ford Coppola,adultery|maze|vampire|rough sex|wake,128,6.8,175862692.0
Army of Darkness,1992,1.375348,Sam Raimi,prophecy|witch|swordplay|supermarket|castle,81,7.2,28823319.793392234
Under Siege,1992,1.283709,Andrew Davis,cook|war ship|mercenary|nuclear missile|hostage-taking,103,5.9,121563139.0
Death Becomes Her,1992,1.221476,Robert Zemeckis,jealousy|beauty|immortality|rival|potion,104,6.1,25197618.699245356
A Few Good Men,1992,1.199355,Rob Reiner,suicide|underdog|suspicion of murder|court case|sentence,138,6.9,203240178.0
Wayne's World,1992,1.16983,Penelope Spheeris,tv show|heavy metal|television producer|woman director,94,6.5,101697323.0
Beethoven,1992,1.100749,Brian Levant,puppy|st. bernard's dog|family,87,5.6,132588347.90585312
Basic Instinct,1992,1.0705770000000001,Paul Verhoeven,dancing|male nudity|female nudity|sexual obsession|san francisco,127,6.4,303927224.0
Universal Soldier,1992,1.014049,Roland Emmerich,vietnam|barrage|revitalization|reporter|soldier,102,5.8,16823319.793392234
Glengarry Glen Ross,1992,0.9805659999999999,James Foley,robbery|office|shop|estate agent|company,100,7.2,-1774772.0
Honey I Blew Up the Kid,1992,0.9640040000000001,Randal Kleiser,becoming an adult|inventor|infant|family,89,4.8,18662452.0
Sneakers,1992,0.883759,Phil Alden Robinson,hacker|mathematician|assignment|company|computer hacker,126,6.6,90606989.90585312
Bad Lieutenant,1992,0.851712,Abel Ferrara,rape|drug addiction|homicide|gambling debts|police,96,6.3,1019469.0
Unforgiven,1992,0.841579999999999,Clint Eastwood,prostitute|sheriff|bounty|regret|right and justice,131,7.5,145157447.0
Sister Act,1992,0.834109,Emile Ardolino,church choir|witness protection|musical|gospel|concert,100,6.2,200605150.0
